Cognoms de la població. 2023
Catalunya
Font: Idescat, a partir del Cens de població i habitatges anual de l'INE.
Nota: ‰ calculat sobre el total de la població.
Nota: Només es mostren els cognoms de freqüència igual o superior a 4.
.. Dada confidencial, amb baixa fiabilitat o no disponible
Institut d'Estadística de Catalunya
http://www.idescat.cat/cognoms/
Pos.;Cognom;Com a primer cognom. Freqüència;Com a primer cognom. ‰;Com a segon cognom. Freqüència;Com a segon cognom. ‰
89030;GASI;4;0,00;..;..
9768;GASIA;63;0,00;67;0,00
78738;GASIBA;5;0,00;..;..
20238;GASIO;18;0,00;28;0,00
11283;GASION;54;0,00;53;0,00
37857;GASIOR;14;0,00;4;0,00
103641;GASKELL;4;0,00;..;..
11013;GASMI;84;0,01;27;0,00
55921;GASNIER;5;0,00;5;0,00
16940;GASO;21;0,00;39;0,00
2018;GASOL;416;0,05;484;0,06
78738;GASOLIBA;5;0,00;..;..
55921;GASOLS;8;0,00;..;..
35255;GASOS;8;0,00;12;0,00
4537;GASPA;182;0,02;169;0,02
1328;GASPAR;723;0,09;698;0,09
59859;GASPAR DE VALENZUELA;9;0,00;..;..
44694;GASPARI;11;0,00;..;..
5858;GASPARIN;146;0,02;110;0,01
26335;GASPARINI;26;0,00;5;0,00
103641;GASPARINO;4;0,00;..;..
78738;GASPARONI;6;0,00;..;..
49517;GASPAROTTO;12;0,00;..;..
33101;GASPARRI;16;0,00;6;0,00
70986;GASPARRINI;5;0,00;..;..
16203;GASPART;34;0,00;30;0,00
20238;GASPARYAN;39;0,00;7;0,00
78738;GASPARYANTS;5;0,00;..;..
70986;GASPATA;..;..;5;0,00
55921;GASPE;..;..;7;0,00
103641;GASPER;4;0,00;..;..
89030;GASPERI;4;0,00;..;..
35255;GASPERINI;12;0,00;8;0,00
39378;GASPES;9;0,00;8;0,00
30501;GASPEZ;4;0,00;21;0,00
11776;GASQUE;56;0,00;45;0,00
37857;GASQUES;11;0,00;7;0,00
20559;GASQUET;21;0,00;24;0,00
8518;GASQUEZ;87;0,01;69;0,00
64882;GASSAB;5;0,00;..;..
3866;GASSAMA;328;0,04;98;0,01
103641;GASSE;4;0,00;..;..
70986;GASSEN;..;..;5;0,00
24817;GASSER;19;0,00;15;0,00
103641;GASSERT;4;0,00;..;..
5707;GASSET;136;0,02;128;0,02
55921;GASSIN;..;..;7;0,00
11143;GASSIO;55;0,00;54;0,00
7590;GASSIOT;104;0,01;78;0,00
64882;GASSMANN;6;0,00;..;..
70986;GASSNER;4;0,00;..;..
1473;GASSO;717;0,09;553;0,07
4637;GASSOL;165;0,02;177;0,02
12793;GASSULL;47;0,00;43;0,00
64882;GAST;4;0,00;4;0,00
59859;GASTAL;7;0,00;..;..
40935;GASTALDI;11;0,00;5;0,00
42740;GASTALDO;8;0,00;7;0,00
37857;GASTAMINZA;15;0,00;..;..
42740;GASTAÑADUI;4;0,00;11;0,00
44694;GASTAÑAGA;8;0,00;6;0,00
59859;GASTAÑUDI;..;..;8;0,00
78738;GASTELAARS;5;0,00;..;..
78738;GASTELBONDO;4;0,00;..;..
36467;GASTELO;14;0,00;5;0,00
34146;GASTELU;11;0,00;10;0,00
55921;GASTELUM;6;0,00;4;0,00
78738;GASTELUMENDI;..;..;4;0,00
39378;GASTESI;10;0,00;7;0,00
64882;GASTIN;4;0,00;4;0,00
8198;GASTO;97;0,01;67;0,00
4306;GASTON;184;0,02;189;0,02
46970;GASTULO;10;0,00;..;..
1603;GASULL;617;0,08;539;0,07
1928;GASULLA;486;0,06;460;0,06
78738;GASVIANI;5;0,00;..;..
21501;GAT;19;0,00;23;0,00
4295;GATA;187;0,02;187;0,02
59859;GATBACHE;6;0,00;..;..
35255;GATCHALIAN;7;0,00;13;0,00
59859;GATDULA;4;0,00;5;0,00
103641;GATE;4;0,00;..;..
103641;GATEIN;4;0,00;..;..
103641;GATEJ;4;0,00;..;..
1990;GATELL;467;0,06;447;0,06
89030;GATES;4;0,00;..;..
9105;GATEU;63;0,00;80;0,01
103641;GATHEM;4;0,00;..;..
103641;GATHIE;4;0,00;..;..
70986;GATHMANN;4;0,00;..;..
64882;GATIA;4;0,00;4;0,00
103641;GATIBI;4;0,00;..;..
11610;GATICA;51;0,00;52;0,00
34146;GATIELLAS;10;0,00;11;0,00
3356;GATIUS;262;0,03;238;0,03
103641;GATJ;4;0,00;..;..
46970;GATMEN;7;0,00;6;0,00
7497;GATNAU;99;0,01;86;0,01
5151;GATO;134;0,02;167;0,02
21501;GATON;24;0,00;18;0,00
24817;GATOO;17;0,00;17;0,00
20834;GATPANDAN;30;0,00;14;0,00
89030;GATSALOVA;4;0,00;..;..
42740;GATTA;12;0,00;..;..
70986;GATTAFI;5;0,00;..;..
20559;GATTAR;32;0,00;13;0,00
34146;GATTARI;12;0,00;9;0,00
14779;GATTI;50;0,00;23;0,00
103641;GATTINGER;4;0,00;..;..
103641;GATTINONI;4;0,00;..;..
16546;GATTO;41;0,00;21;0,00
89030;GATTONI;5;0,00;..;..
89030;GATTUSO;5;0,00;..;..
59859;GATTY;..;..;8;0,00
70986;GATU;6;0,00;..;..
33101;GATUELLAS;14;0,00;8;0,00
103641;GATX;4;0,00;..;..
28965;GAU;15;0,00;12;0,00
64882;GAUBECA;..;..;6;0,00
59859;GAUCHAN;8;0,00;..;..
9011;GAUCHIA;81;0,01;64;0,00
27578;GAUCHOLA;18;0,00;11;0,00
59859;GAUCI;8;0,00;..;..
22978;GAUDE;22;0,00;16;0,00
55921;GAUDENS;..;..;9;0,00
89030;GAUDENZI;4;0,00;..;..
70986;GAUDERNAK;..;..;6;0,00
11535;GAUDES;46;0,00;58;0,00
33101;GAUDI;12;0,00;10;0,00
16352;GAUDIER;16;0,00;47;0,00
52458;GAUDIN;5;0,00;6;0,00
28965;GAUDIO;20;0,00;7;0,00
28965;GAUDIOSO;16;0,00;11;0,00
25303;GAUDO;15;0,00;18;0,00
70986;GAUDRY;5;0,00;..;..
103641;GAULEA;4;0,00;..;..
70986;GAULIER;4;0,00;..;..
64882;GAULT;7;0,00;..;..
70986;GAULTIER;7;0,00;..;..
11143;GAUNA;59;0,00;50;0,00
70986;GAUNT;7;0,00;..;..
103641;GAURA;4;0,00;..;..
78738;GAURAV;6;0,00;..;..
89030;GAUREAN;4;0,00;..;..
36467;GAUS;13;0,00;6;0,00
19107;GAUSA;23;0,00;27;0,00
32147;GAUSACH;12;0,00;11;0,00
6815;GAUSACHS;107;0,01;104;0,01
89030;GAUSE;5;0,00;..;..
26969;GAUSI;14;0,00;16;0,00
64882;GAUSIACH;5;0,00;..;..
28965;GAUSSET;12;0,00;15;0,00
15210;GAUTAM;57;0,00;13;0,00
26335;GAUTE;13;0,00;18;0,00
14916;GAUTHIER;52;0,00;20;0,00
13452;GAUTIER;49;0,00;35;0,00
9509;GAUTO;73;0,00;62;0,00
78738;GAUTSCHI;4;0,00;..;..
10925;GAUXACHS;66;0,00;46;0,00
46970;GAUXAX;8;0,00;5;0,00
28965;GAVA;20;0,00;7;0,00
44694;GAVAGNACH;7;0,00;7;0,00
1083;GAVALDA;911;0,12;835;0,11
64882;GAVAN;7;0,00;..;..
42740;GAVAÑACH;10;0,00;5;0,00
10852;GAVARA;68;0,00;45;0,00
64882;GAVARRE;..;..;7;0,00
18866;GAVARRETE;29;0,00;22;0,00
64882;GAVARRI;..;..;6;0,00
7497;GAVARRO;98;0,01;87;0,01
33101;GAVARRON;12;0,00;10;0,00
64882;GAVASHELI;8;0,00;..;..
103641;GAVASHELISHVILI;4;0,00;..;..
49517;GAVAZZI;8;0,00;4;0,00
64882;GAVE;7;0,00;..;..
78738;GAVEGLIA;6;0,00;..;..
15532;GAVELA;23;0,00;45;0,00
64882;GAVELLA;6;0,00;..;..
39378;GAVETE;10;0,00;7;0,00
31309;GAVICA;7;0,00;17;0,00
49517;GAVIDI;10;0,00;..;..
7338;GAVIDIA;99;0,01;92;0,01
39378;GAVIEIRO;6;0,00;11;0,00
14647;GAVILA;43;0,00;31;0,00
916;GAVILAN;1.101;0,14;1.000;0,13
6140;GAVILANES;113;0,01;127;0,02
8162;GAVILANEZ;86;0,01;79;0,00
89030;GAVILANO;5;0,00;..;..
78738;GAVILIMA;..;..;5;0,00
28254;GAVILLA;20;0,00;8;0,00
46970;GAVILLERO;5;0,00;8;0,00
3662;GAVIN;218;0,03;234;0,03
14021;GAVINO;39;0,00;40;0,00
21501;GAVIÑA;26;0,00;16;0,00
12586;GAVIÑO;44;0,00;48;0,00
5380;GAVIRA;140;0,02;147;0,02
3145;GAVIRIA;253;0,03;288;0,04
36467;GAVIRO;10;0,00;9;0,00
37857;GAVITO;13;0,00;5;0,00
78738;GAVREA;6;0,00;..;..
16757;GAVRIL;58;0,00;..;..
15210;GAVRILA;61;0,00;9;0,00
31309;GAVRILAS;20;0,00;4;0,00
70986;GAVRILENKO;7;0,00;..;..
59859;GAVRILESCU;7;0,00;..;..
70986;GAVRILITA;..;..;4;0,00
89030;GAVRILOAIE;5;0,00;..;..
31309;GAVRILOV;18;0,00;6;0,00
32147;GAVRILOVA;21;0,00;..;..
64882;GAVRILUTA;7;0,00;..;..
24320;GAVRIS;28;0,00;7;0,00
103641;GAVRUTA;4;0,00;..;..
52458;GAVRYLIUK;9;0,00;..;..
70986;GAVRYLOVA;6;0,00;..;..
103641;GAVRYLYUK;4;0,00;..;..
64882;GAWEDA;5;0,00;..;..
70986;GAWRON;5;0,00;..;..
89030;GAWSI;4;0,00;..;..
78738;GAWTHORPE;..;..;4;0,00
18866;GAXAS;37;0,00;14;0,00
55921;GAXIOLA;..;..;8;0,00
1522;GAY;589;0,07;629;0,08
44694;GAY DE MONTELLA;9;0,00;5;0,00
1286;GAYA;800;0,10;679;0,09
6779;GAYAN;116;0,01;96;0,01
59859;GAYANGO;4;0,00;5;0,00
78738;GAYANGOS;..;..;5;0,00
89030;GAYANO;..;..;4;0,00
19958;GAYARRE;23;0,00;24;0,00
59859;GAYBOR;5;0,00;4;0,00
64882;GAYDUK;5;0,00;..;..
4537;GAYE;299;0,04;52;0,00
17510;GAYET;31;0,00;26;0,00
44694;GAYETA;9;0,00;5;0,00
36467;GAYETANO;7;0,00;12;0,00
9217;GAYETE;60;0,00;81;0,01
46970;GAYNES;9;0,00;4;0,00
70986;GAYNOR;4;0,00;..;..
9458;GAYO;61;0,00;75;0,00
40935;GAYOL;6;0,00;10;0,00
9364;GAYOLA;72;0,00;66;0,00
25852;GAYON;19;0,00;13;0,00
4719;GAYOSO;195;0,02;140;0,02
59859;GAYOZO;..;..;6;0,00
78738;GAYRAUD;6;0,00;..;..
25852;GAYTAN;13;0,00;19;0,00
40935;GAYUBAR;8;0,00;8;0,00
27578;GAYUBAS;17;0,00;12;0,00
31309;GAYUBO;7;0,00;17;0,00
15873;GAZA;43;0,00;23;0,00
78738;GAZAOUI;5;0,00;..;..
11610;GAZAPO;41;0,00;62;0,00
103641;GAZASHVILI;4;0,00;..;..
89030;GAZCON;4;0,00;..;..
55921;GAZDAC;10;0,00;..;..
22207;GAZDELIANI;39;0,00;..;..
28965;GAZEAU;15;0,00;12;0,00
27578;GAZI;19;0,00;10;0,00
103641;GAZIANO;..;..;4;0,00
103641;GAZIVODA;4;0,00;..;..
89030;GAZLI;5;0,00;..;..
78738;GAZMEN;..;..;6;0,00
78738;GAZMURI;..;..;5;0,00
78738;GAZNARES;4;0,00;..;..
12586;GAZO;41;0,00;51;0,00
36467;GAZOL;4;0,00;15;0,00
49517;GAZPEZ;..;..;9;0,00
55921;GAZPIO;6;0,00;4;0,00
966;GAZQUEZ;1.026;0,13;943;0,12
37857;GAZTAMBIDE;9;0,00;9;0,00
28965;GAZTAÑAGA;11;0,00;16;0,00
46970;GAZTAÑONDO;4;0,00;9;0,00
42740;GAZTELU;12;0,00;..;..
37857;GAZTELUMENDI;12;0,00;6;0,00
78738;GAZUANI;5;0,00;..;..
44694;GAZULES;7;0,00;7;0,00
6215;GAZULLA;120;0,02;117;0,01
89030;GAZUR;..;..;4;0,00
89030;GAZZANEO;..;..;4;0,00
89030;GAZZANO;5;0,00;..;..
59859;GAZZARI;5;0,00;4;0,00
64882;GAZZINEO;..;..;6;0,00
103641;GAZZIRO;4;0,00;..;..
70986;GAZZO;5;0,00;..;..
40935;GAZZOLA;8;0,00;8;0,00
89030;GAZZOTTI;4;0,00;..;..
64882;GBAGBO;5;0,00;..;..
78738;GBEKOR;6;0,00;..;..
70986;GDIRI;7;0,00;..;..
49517;GDIROU;11;0,00;..;..
15693;GE;60;0,00;7;0,00
785;GEA;1.190;0,15;1.253;0,16
89030;GEACA;5;0,00;..;..
52458;GEACAREL;11;0,00;..;..
36467;GEADA;7;0,00;12;0,00
103641;GEAL;4;0,00;..;..
59859;GEAMANA;9;0,00;..;..
46970;GEAN;5;0,00;8;0,00
49517;GEANA;8;0,00;4;0,00
78738;GEANGU;..;..;4;0,00
32147;GEANINI;13;0,00;10;0,00
34146;GEANTA;18;0,00;..;..
103641;GEARY;4;0,00;..;..
103641;GEB MULLER;..;..;4;0,00
31309;GEBALLI;15;0,00;9;0,00
49517;GEBANI;..;..;9;0,00
64882;GEBARA;..;..;5;0,00
39378;GEBAUER;12;0,00;5;0,00
103641;GEBBIA;4;0,00;..;..
11283;GEBELLI;43;0,00;64;0,00
59859;GEBHARDT;8;0,00;..;..
64882;GEBRAT;..;..;5;0,00
103641;GECALE;4;0,00;..;..
89030;GEDDA;5;0,00;..;..
70986;GEDDES;6;0,00;..;..
103641;GEDDIS;4;0,00;..;..
89030;GEDENIDZE;5;0,00;..;..
89030;GEDER;4;0,00;..;..
103641;GEDIANI;4;0,00;..;..
89030;GEE;5;0,00;..;..
59859;GEEBELEN;7;0,00;..;..
55921;GEERS;10;0,00;..;..
55921;GEERTS;8;0,00;..;..
70986;GEEST;5;0,00;..;..
103641;GEETA;4;0,00;..;..
35255;GEFAELL;10;0,00;10;0,00
78738;GEFFARD;..;..;4;0,00
103641;GEFFNER;4;0,00;..;..
70986;GEFFROY;6;0,00;..;..
37857;GEGA;14;0,00;4;0,00
78738;GEGESHIDZE;4;0,00;..;..
103641;GEGHAMYAN;4;0,00;..;..
64882;GEGOVA;4;0,00;4;0,00
89030;GEGUCHADZE;5;0,00;..;..
28965;GEGUNDE;4;0,00;23;0,00
9364;GEGUNDEZ;74;0,00;64;0,00
64882;GEHLEN;8;0,00;..;..
103641;GEHLHAAR;4;0,00;..;..
59859;GEHRIG;9;0,00;..;..
37857;GEHRING;16;0,00;..;..
55921;GEIGER;6;0,00;4;0,00
70986;GEIGLE;5;0,00;..;..
20834;GEIJO;14;0,00;30;0,00
103641;GEINITZ;4;0,00;..;..
7303;GEIRA;88;0,01;104;0,01
10780;GEIS;65;0,00;49;0,00
103641;GEISEL;4;0,00;..;..
55921;GEISER;..;..;7;0,00
55921;GEISLER;7;0,00;..;..
64882;GEISSE;..;..;6;0,00
78738;GEISSLER;5;0,00;..;..
40935;GEJADZE;14;0,00;..;..
46970;GEJAÑO;7;0,00;6;0,00
103641;GEJELE;4;0,00;..;..
18866;GEJO;30;0,00;21;0,00
8283;GEL;83;0,01;79;0,00
1280;GELABERT;740;0,09;745;0,09
17129;GELABERTO;41;0,00;18;0,00
5262;GELADA;148;0,02;146;0,02
11446;GELADO;52;0,00;53;0,00
28254;GELADOR;23;0,00;5;0,00
64882;GELADZE;8;0,00;..;..
23868;GELAMBI;22;0,00;14;0,00
27578;GELARDO;13;0,00;16;0,00
78738;GELART;4;0,00;..;..
55921;GELAS;..;..;10;0,00
17510;GELASHVILI;52;0,00;5;0,00
33101;GELATS;13;0,00;9;0,00
17510;GELDE;23;0,00;34;0,00
89030;GELDER;4;0,00;..;..
78738;GELDEREN;6;0,00;..;..
89030;GELDHOF;4;0,00;..;..
23868;GELDRES;23;0,00;13;0,00
49517;GELERA;6;0,00;6;0,00
40935;GELET;..;..;15;0,00
78738;GELETA;4;0,00;..;..
2066;GELI;477;0,06;402;0,05
78738;GELIASHVILI;6;0,00;..;..
25303;GELICES;18;0,00;15;0,00
23413;GELIDA;28;0,00;9;0,00
4924;GELIS;154;0,02;164;0,02
59859;GELIZO;6;0,00;..;..
55921;GELKHVIIDZE;10;0,00;..;..
78738;GELL;..;..;4;0,00
14779;GELLA;39;0,00;34;0,00
70986;GELLER;6;0,00;..;..
7627;GELLIDA;87;0,01;94;0,01
5675;GELMA;122;0,02;144;0,02
40935;GELMAN;8;0,00;8;0,00
89030;GELMI;4;0,00;..;..
24320;GELO;11;0,00;24;0,00
26969;GELON;13;0,00;17;0,00
3917;GELONCH;223;0,03;197;0,02
59859;GELOS;7;0,00;..;..
55921;GELOSI;8;0,00;..;..
78738;GELOVANI;6;0,00;..;..
4053;GELPI;241;0,03;162;0,02
78738;GELSI;4;0,00;..;..
59859;GELSOMINO;9;0,00;..;..
35255;GELVES;7;0,00;13;0,00
25852;GELVEZ;13;0,00;19;0,00
46970;GELVIZ;8;0,00;5;0,00
49517;GELY;8;0,00;4;0,00
64882;GEMA;..;..;6;0,00
78738;GEMANAR;6;0,00;..;..
89030;GEMANARI;5;0,00;..;..
8088;GEMAR;69;0,00;98;0,01
20238;GEMAS;24;0,00;22;0,00
64882;GEMBAROWSKI;5;0,00;..;..
70986;GEME;..;..;6;0,00
49517;GEMELLI;12;0,00;..;..
70986;GEMENE;7;0,00;..;..
89030;GEMENICK;..;..;4;0,00
32147;GEMES;11;0,00;12;0,00
22207;GEMEZ;17;0,00;23;0,00
103641;GEMINANI;4;0,00;..;..
26335;GEMIO;20;0,00;11;0,00
64882;GEN;7;0,00;..;..
36467;GENABAT;9;0,00;10;0,00
24817;GENADO;15;0,00;19;0,00
11283;GENAO;47;0,00;60;0,00
39378;GENAREZ;8;0,00;9;0,00
11013;GENARO;50;0,00;61;0,00
59859;GENC;9;0,00;..;..
52458;GENCHEV;8;0,00;..;..
52458;GENCHEVA;10;0,00;..;..
70986;GENCHI;..;..;4;0,00
36467;GENDE;10;0,00;9;0,00
78738;GENDES;..;..;4;0,00
8518;GENDRA;83;0,01;73;0,00
12901;GENDRAU;48;0,00;41;0,00
9554;GENDRE;68;0,00;66;0,00
976;GENE;982;0,12;968;0,12
21501;GENEBAT;28;0,00;14;0,00
33101;GENEBRIERA;8;0,00;14;0,00
3071;GENER;303;0,04;254;0,03
39378;GENERA;8;0,00;9;0,00
15210;GENERELO;36;0,00;34;0,00
7114;GENERO;97;0,01;102;0,01
10587;GENEROSO;59;0,00;58;0,00
10852;GENES;51;0,00;62;0,00
4424;GENESCA;189;0,02;172;0,02
64882;GENESCU;7;0,00;..;..
59859;GENESIAS;7;0,00;..;..
59859;GENESIO;7;0,00;..;..
103641;GENESIR;4;0,00;..;..
70986;GENESTAL;7;0,00;..;..
16203;GENESTAR;36;0,00;28;0,00
89030;GENESTE;5;0,00;..;..
22978;GENESTOS;17;0,00;21;0,00
89030;GENET;5;0,00;..;..
103641;GENETRE;4;0,00;..;..
25852;GENEVAT;16;0,00;16;0,00
23413;GENEZ;12;0,00;25;0,00
33101;GENG;20;0,00;..;..
15693;GENICIO;35;0,00;32;0,00
64882;GENIQUE;6;0,00;..;..
2245;GENIS;398;0,05;401;0,05
36467;GENISANS;7;0,00;12;0,00
78738;GENISIO;..;..;5;0,00
21501;GENIUS;24;0,00;18;0,00
49517;GENIZ;6;0,00;6;0,00
70986;GENLICE;4;0,00;..;..
70986;GENNARI;5;0,00;..;..
39378;GENNARO;14;0,00;..;..
49517;GENNOUN SSAID;9;0,00;..;..
59859;GENOBART;4;0,00;5;0,00
64882;GENOBE;..;..;6;0,00
70986;GENOHE;..;..;4;0,00
12586;GENOHER;60;0,00;32;0,00
55921;GENOL;5;0,00;5;0,00
59859;GENOT;..;..;6;0,00
64882;GENOUD;6;0,00;..;..
30501;GENOV;18;0,00;7;0,00
11776;GENOVA;60;0,00;41;0,00
37857;GENOVARD;4;0,00;14;0,00
20834;GENOVART;19;0,00;25;0,00
103641;GENOVAT;..;..;4;0,00
11446;GENOVE;52;0,00;53;0,00
9314;GENOVER;72;0,00;67;0,00
4761;GENOVES;168;0,02;164;0,02
23868;GENOVESE;27;0,00;9;0,00
20238;GENS;24;0,00;22;0,00
7534;GENSANA;97;0,01;87;0,01
78738;GENT;4;0,00;..;..
44694;GENTA;6;0,00;8;0,00
59859;GENTAL;4;0,00;5;0,00
78738;GENTH;..;..;4;0,00
70986;GENTI;7;0,00;..;..
25852;GENTIL;13;0,00;19;0,00
10925;GENTILE;89;0,01;23;0,00
35255;GENTILI;15;0,00;5;0,00
78738;GENTILINI;5;0,00;..;..
70986;GENTILLE;4;0,00;..;..
59859;GENTINI;8;0,00;..;..
10708;GENTO;58;0,00;57;0,00
70986;GENTSCH;4;0,00;..;..
64882;GENTY;6;0,00;..;..
70986;GENTZEN;5;0,00;..;..
49517;GENUARIO;..;..;11;0,00
78738;GENZONE;5;0,00;..;..
33101;GENZOR;12;0,00;10;0,00
46970;GEOFFROY;8;0,00;5;0,00
78738;GEOGHEGAN;5;0,00;..;..
10462;GEORGE;79;0,00;40;0,00
24320;GEORGES;17;0,00;18;0,00
103641;GEORGESC;4;0,00;..;..
14132;GEORGESCU;71;0,00;7;0,00
49517;GEORGI;10;0,00;..;..
52458;GEORGIADIS;8;0,00;..;..
4771;GEORGIEV;222;0,03;109;0,01
4451;GEORGIEVA;226;0,03;133;0,02
103641;GEORGIIEV;4;0,00;..;..
59859;GEORGIOU;8;0,00;..;..
78738;GEORGIU;6;0,00;..;..
9901;GER;88;0,01;40;0,00
35255;GERA;14;0,00;6;0,00
42740;GERACI;14;0,00;..;..
78738;GERAGHTY;6;0,00;..;..
103641;GERAIS;4;0,00;..;..
78738;GERAL;5;0,00;..;..
36467;GERALDES;9;0,00;10;0,00
25852;GERALDINO;15;0,00;17;0,00
12901;GERALDO;55;0,00;34;0,00
25852;GERARD;30;0,00;..;..
26969;GERARDI;21;0,00;9;0,00
59859;GERARDINO;5;0,00;4;0,00
20559;GERARDO;21;0,00;24;0,00
55921;GERAS;..;..;9;0,00
89030;GERASHCHENKO;5;0,00;..;..
70986;GERASIMENKO;6;0,00;..;..
103641;GERASIMETS;4;0,00;..;..
46970;GERASIMOV;10;0,00;..;..
28965;GERASIMOVA;20;0,00;7;0,00
52458;GERAUD;9;0,00;..;..
78738;GERBASI;6;0,00;..;..
46970;GERBAUDO;4;0,00;9;0,00
49517;GERBEAU;10;0,00;..;..
24320;GERBER;26;0,00;9;0,00
6190;GERBOLES;129;0,02;109;0,01
78738;GERDEL;4;0,00;..;..
89030;GERDT;5;0,00;..;..
89030;GERDZEN;5;0,00;..;..
46970;GEREBES;..;..;10;0,00
35255;GERECZ;13;0,00;7;0,00
55921;GEREDA;4;0,00;6;0,00
59859;GEREDUZ;6;0,00;..;..
64882;GERELLI;5;0,00;..;..
78738;GEREMIA;4;0,00;..;..
13559;GEREMIAS;50;0,00;33;0,00
16757;GERENA;27;0,00;34;0,00
103641;GERENDAS;4;0,00;..;..
103641;GERENDI;4;0,00;..;..
59859;GERES;..;..;7;0,00
28254;GEREW;17;0,00;11;0,00
59859;GEREWU;..;..;7;0,00
6316;GEREZ;119;0,02;113;0,01
103641;GERGELIDZHYV;4;0,00;..;..
27578;GERGELY;21;0,00;8;0,00
49517;GERGES;7;0,00;5;0,00
55921;GERGOV;5;0,00;5;0,00
52458;GERGOVA;..;..;8;0,00
24817;GERHARD;22;0,00;12;0,00
52458;GERHARDT;10;0,00;..;..
64882;GERIA;4;0,00;4;0,00
52458;GERIBAS;7;0,00;4;0,00
46970;GERICH;8;0,00;5;0,00
21501;GERICO;18;0,00;24;0,00
55921;GERINDOTE;5;0,00;5;0,00
21155;GERIQUE;12;0,00;31;0,00
23868;GERIZ;18;0,00;18;0,00
103641;GERKEN;4;0,00;..;..
20238;GERLACH;29;0,00;17;0,00
52458;GERLINGER;..;..;8;0,00
7038;GERMA;110;0,01;92;0,01
46970;GERMADE;11;0,00;..;..
13773;GERMAIN;60;0,00;21;0,00
2411;GERMAN;352;0,04;386;0,05
70986;GERMANENKO;4;0,00;..;..
55921;GERMANI;10;0,00;..;..
28254;GERMANO;19;0,00;9;0,00
39378;GERMEN;6;0,00;11;0,00
78738;GERMER;4;0,00;..;..
21501;GERMES;14;0,00;28;0,00
44694;GERMILLACH;6;0,00;8;0,00
89030;GERMIÑAS;5;0,00;..;..
21155;GERMOSEN;17;0,00;26;0,00
89030;GERNAERTWILLMAR;5;0,00;..;..
44694;GERO;7;0,00;7;0,00
55921;GEROLDI;9;0,00;..;..
89030;GEROLI;4;0,00;..;..
103641;GEROLIN;4;0,00;..;..
103641;GEROME;4;0,00;..;..
103641;GEROMETTA;4;0,00;..;..
7232;GERONA;94;0,01;101;0,01
6257;GERONES;124;0,02;111;0,01
55921;GERONI;9;0,00;..;..
6958;GERONIMO;103;0,01;102;0,01
32147;GEROSA;14;0,00;9;0,00
25852;GEROTINA;13;0,00;19;0,00
16940;GERPE;31;0,00;29;0,00
64882;GERRERO;4;0,00;4;0,00
89030;GERRI;4;0,00;..;..
89030;GERRING;5;0,00;..;..
64882;GERRITSEN;7;0,00;..;..
64882;GERRO;..;..;5;0,00
103641;GERSBERG;4;0,00;..;..
78738;GERSCHCOVSKY;5;0,00;..;..
103641;GERSCHMAN;4;0,00;..;..
52458;GERSOL;6;0,00;5;0,00
59859;GERSON;4;0,00;5;0,00
70986;GERSTEIN;7;0,00;..;..
103641;GERSTENBERGER;4;0,00;..;..
70986;GERSTL;6;0,00;..;..
78738;GERSTMANN;5;0,00;..;..
103641;GERTH;4;0,00;..;..
64882;GERTISER;4;0,00;4;0,00
42740;GERTRUDIS;11;0,00;4;0,00
26969;GERTRUDIX;18;0,00;12;0,00
103641;GERTSMAN;4;0,00;..;..
78738;GERU;6;0,00;..;..
64882;GERUN;7;0,00;..;..
36467;GERVACIO;11;0,00;8;0,00
89030;GERVAIS;4;0,00;..;..
20238;GERVAS;25;0,00;21;0,00
39378;GERVASI;15;0,00;..;..
39378;GERVASIO;5;0,00;12;0,00
44694;GERVASONI;11;0,00;..;..
3974;GERVILLA;203;0,03;210;0,03
49517;GERVOLES;..;..;9;0,00
5798;GES;106;0,01;153;0,02
7926;GESA;95;0,01;77;0,00
16546;GESALI;39;0,00;23;0,00
8406;GESE;74;0,00;85;0,01
103641;GESIARZ;4;0,00;..;..
16352;GESSE;38;0,00;25;0,00
59859;GESSNER;4;0,00;5;0,00
78738;GEST;4;0,00;..;..
37857;GESTAL;11;0,00;7;0,00
103641;GESTAS;4;0,00;..;..
18866;GESTEIRA;37;0,00;14;0,00
7889;GESTI;100;0,01;73;0,00
11535;GESTO;53;0,00;51;0,00
19107;GESTOSO;20;0,00;30;0,00
70986;GESTRO;..;..;4;0,00
52458;GESUALDO;6;0,00;5;0,00
89030;GESWILA;5;0,00;..;..
103641;GETAFE;4;0,00;..;..
59859;GETAN;5;0,00;4;0,00
103641;GETANEH;4;0,00;..;..
23413;GETE;16;0,00;21;0,00
49517;GETE ALONSO;11;0,00;..;..
35255;GETIAL;9;0,00;11;0,00
103641;GETIASHVILI;4;0,00;..;..
17714;GETINO;29;0,00;27;0,00
70986;GETKA;5;0,00;..;..
64882;GETTE;8;0,00;..;..
89030;GETZ;5;0,00;..;..
78738;GEUE;4;0,00;..;..
103641;GEUENS;4;0,00;..;..
59859;GEUNA;6;0,00;..;..
103641;GEURTSE;4;0,00;..;..
64882;GEUS;4;0,00;4;0,00
28254;GEVA;16;0,00;12;0,00
37857;GEVANI;9;0,00;9;0,00
46970;GEVAS;6;0,00;7;0,00
103641;GEVATTER;4;0,00;..;..
10462;GEVORGYAN;103;0,01;16;0,00
89030;GEVORKIAN;5;0,00;..;..
78738;GEVORKYAN;6;0,00;..;..
